LinkID,FNode,Enode,Lanes,LinkType,RoadRank,RoadType,RoadNo,RoadName,RoadUse,MultiLink,Connect,MaxSpeed,Rvehicle,RestWeight,RestHeight,Length,MedianType,PaveType,SafetyZone,Intersect,SpeedBump,Curvature,Crosswalk,RWayCross,Shoulder,PocketLane,Averheight,SigLight,SlopePer,SlopeDeg,VulService,ConService,Remark,geometry
L233013770,N233015840,N233015780,1,1,6,일반도로,,,1,0,0,30,모두통행가능,0.0,0.0,5.971,,1,0,3,0,9999999.0,0.0,0,0,0,0,,-0.854,-0.489,1,0,,"LINESTRING Z (307989.037 4119942.986 70.268, 307990.847 4119937.296 70.217)"
L233013780,N233015820,N233015840,2,1,6,일반도로,,,1,0,0,30,모두통행가능,0.0,0.0,3.1,,1,0,3,0,3774.113,0.0,0,0,0,0,,-3.065,-1.755,1,0,,"LINESTRING Z (307992.117 4119943.339 70.363, 307991.075 4119943.22 70.2, 307989.037 4119942.986 70.268)"
L233013790,N233015820,N233015830,1,4,6,일반도로,,남양로786번길,1,0,0,50,모두통행가능,0.0,0.0,30.833,,1,0,0,0,427.063,1.0,0,0,0,0,,1.508,0.864,1,0,,"LINESTRING Z (307992.117 4119943.339 70.363, 307989.886 4119949.633 70.392, 307988.993 4119952.849 70.392, 307988.332 4119955.299 70.42, 307987.655 4119957.797 70.456, 307986.978 4119960.293 70.504, 307986.302 4119962.783 70.56, 307985.64 4119965.326 70.636, 307985.601 4119965.475 70.64, 307984.817 4119968.424 70.726, 307984.023 4119971.348 70.756, 307983.58 4119972.952 70.828)"
L233013800,N233015510,N233015600,2,4,6,일반도로,,남양중앙로,1,0,0,50,모두통행가능,0.0,0.0,15.862,,1,0,0,0,1071.603,1.0,0,0,0,0,007,0.567,0.325,1,0,,"LINESTRING Z (308094.299 4119950.585 74.595, 308094.312 4119950.546 74.595, 308095.413 4119947.309 74.602, 308096.655 4119943.654 74.611, 308098.007 4119939.456 74.671, 308099.33 4119935.541 74.685)"
L233013810,N233015510,N233015900,2,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,9.332,,1,0,2,0,9999999.0,0.0,0,0,0,0,006,-0.054,-0.031,1,0,,"LINESTRING Z (308094.299 4119950.585 74.595, 308103.486 4119952.224 74.59)"
L233013820,N233015900,N233015590,2,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,4.515,,1,0,2,0,9999999.0,0.0,0,0,0,0,006,-0.775,-0.444,1,0,,"LINESTRING Z (308103.486 4119952.224 74.59, 308102.009 4119956.491 74.555)"
L233013830,N233015900,N233015580,1,4,6,일반도로,,남양로786번길,1,0,0,50,모두통행가능,0.0,0.0,9.529,,1,0,0,0,9999999.0,1.0,0,0,0,0,,3.012,1.725,1,0,,"LINESTRING Z (308103.486 4119952.224 74.59, 308112.349 4119955.724 74.877)"
L233013840,N233015570,N233016910,1,4,6,일반도로,,남양로786번길,1,0,0,30,모두통행가능,0.0,0.0,64.115,,1,0,0,1,7445.203,1.0,0,0,0,0,007,-4.217,-2.415,1,0,,"LINESTRING Z (308092.696 4119955.3 74.584, 308079.055 4119953.555 74.145, 308074.949 4119953.064 73.946, 308072.181 4119952.727 73.826, 308069.469 4119952.414 73.698, 308066.757 4119952.099 73.57, 308064.056 4119951.782 73.442, 308061.345 4119951.455 73.318, 308058.635 4119951.126 73.196, 308055.924 4119950.797 73.074, 308053.203 4119950.476 72.956, 308050.491 4119950.158 72.839, 308047.779 4119949.842 72.72, 308045.067 4119949.522 72.602, 308042.697 4119949.252 72.492, 308040.341 4119948.978 72.383, 308037.98 4119948.696 72.273, 308035.584 4119948.408 72.162, 308031.924 4119947.97 72.003, 308029.038 4119947.633 71.88)"
L233013850,N233016910,N233015820,2,4,6,일반도로,,남양로786번길,1,0,0,30,모두통행가능,0.0,0.0,37.168,,1,0,0,0,37678.555,1.0,0,0,1,0,,-4.081,-2.337,1,0,,"LINESTRING Z (308029.038 4119947.633 71.88, 308026.13 4119947.294 71.756, 308023.218 4119946.959 71.63, 308020.311 4119946.617 71.5, 308017.41 4119946.278 71.368, 308014.502 4119945.947 71.236, 308011.599 4119945.603 71.109, 308008.802 4119945.27 70.984, 308006.019 4119944.936 70.862, 308002.679 4119944.552 70.714, 307998.941 4119944.123 70.549, 307995.535 4119943.732 70.397, 307992.117 4119943.339 70.363)"
L233013860,N233015570,N233015510,2,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,4.98,,1,0,2,0,15237.163,0.0,0,0,0,0,006,0.221,0.127,1,0,,"LINESTRING Z (308092.696 4119955.3 74.584, 308093.21 4119953.789 74.587, 308094.299 4119950.585 74.595)"
L233013870,N233015590,N233015570,1,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,9.388,,1,0,4,0,9999999.0,0.0,0,0,0,0,,0.309,0.177,1,0,,"LINESTRING Z (308102.009 4119956.491 74.555, 308092.696 4119955.3 74.584)"
L233013880,N233017320,N233015590,1,4,6,일반도로,,남양로786번길,1,0,0,50,모두통행가능,0.0,0.0,9.674,,1,0,0,0,9999999.0,1.0,0,0,0,0,,0.0,0.0,1,0,,"LINESTRING Z (308111.528 4119958.217 74.555, 308102.009 4119956.491 74.555)"
L233013890,N233015920,N233015650,1,4,6,일반도로,,역골중앙로41번길,1,0,0,30,모두통행가능,0.0,0.0,7.732,,1,3,0,0,9999999.0,0.0,0,0,0,0,,-3.026,-1.733,1,0,생활보호구역,"LINESTRING Z (307199.568 4119957.123 64.313, 307194.754 4119963.174 64.079)"
L233013900,N233015410,N233015930,1,4,6,일반도로,,역골중앙로41번길,1,0,0,30,모두통행가능,0.0,0.0,7.382,,1,3,0,0,9999999.0,0.0,0,0,0,0,,2.167,1.242,1,0,생활보호구역,"LINESTRING Z (307192.948 4119961.019 64.097, 307197.718 4119955.384 64.257)"
L233013910,N233015410,N233015650,1,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,2.812,,1,0,3,0,57.922,0.0,0,0,0,0,,-0.64,-0.367,1,0,,"LINESTRING Z (307192.948 4119961.019 64.097, 307193.305 4119961.487 64.061, 307194.754 4119963.174 64.079)"
L233013920,N233015650,N233015640,1,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,5.788,,1,0,3,0,9999999.0,0.0,0,0,0,0,,-3.006,-1.722,1,0,,"LINESTRING Z (307194.754 4119963.174 64.079, 307191.15 4119967.704 63.905)"
L233013930,N233015650,N233015670,1,4,6,일반도로,,역골중앙로41번길,1,0,0,50,모투통행가능,0.0,0.0,149.707,,1,0,0,0,3316.987,2.0,0,0,0,0,,0.47,0.269,1,0,,"LINESTRING Z (307194.754 4119963.174 64.079, 307195.242 4119963.741 63.99, 307197.227 4119965.989 63.919, 307198.943 4119967.932 63.857, 307201.085 4119970.031 63.79, 307202.991 4119971.897 63.731, 307204.935 4119973.794 63.71, 307207.032 4119975.708 63.684, 307209.199 4119977.505 63.665, 307211.403 4119979.265 63.649, 307213.59 4119980.99 63.642, 307215.78 4119982.7 63.628, 307217.958 4119984.399 63.59, 307220.134 4119986.111 63.574, 307222.375 4119987.89 63.56, 307224.617 4119989.637 63.556, 307226.868 4119991.399 63.573, 307229.107 4119993.15 63.587, 307231.343 4119994.908 63.606, 307233.584 4119996.673 63.631, 307235.598 4119998.245 63.642, 307237.607 4119999.813 63.654, 307239.597 4120001.375 63.669, 307241.098 4120002.563 63.689, 307242.596 4120003.743 63.709, 307244.806 4120005.482 63.733, 307247.034 4120007.223 63.766, 307249.246 4120008.952 63.797, 307251.459 4120010.691 63.833, 307253.667 4120012.432 63.868, 307255.883 4120014.181 63.898, 307258.123 4120015.919 63.927, 307260.347 4120017.676 63.966, 307262.588 4120019.434 63.995, 307264.811 4120021.176 64.027, 307267.055 4120022.937 64.061, 307269.289 4120024.687 64.1, 307271.521 4120026.439 64.139, 307273.763 4120028.188 64.179, 307276.004 4120029.939 64.22, 307278.234 4120031.684 64.256, 307280.604 4120033.544 64.298, 307282.612 4120035.118 64.333, 307284.697 4120036.738 64.372, 307286.767 4120038.361 64.405, 307288.835 4120039.987 64.432, 307290.915 4120041.62 64.454, 307292.987 4120043.247 64.473, 307295.018 4120044.836 64.496, 307296.049 4120045.634 64.511, 307310.498 4120057.904 64.782)"
L233013940,N233015610,N233015400,1,4,6,일반도로,,역골중앙로41번길,1,0,0,50,모두통행가능,0.0,0.0,59.008,,1,0,0,0,107.612,1.0,0,0,0,0,,3.115,1.784,1,0,,"LINESTRING Z (307189.263 4119965.373 63.974, 307187.377 4119963.041 64.043, 307185.821 4119961.118 64.1, 307184.127 4119958.644 64.186, 307182.432 4119956.17 64.272, 307180.738 4119953.696 64.358, 307180.428 4119953.245 64.374, 307179.359 4119951.504 64.433, 307178.264 4119949.655 64.504, 307177.213 4119947.784 64.584, 307175.903 4119945.255 64.688, 307174.673 4119942.723 64.787, 307173.508 4119940.099 64.892, 307172.43 4119937.49 65.011, 307171.42 4119934.806 65.133, 307170.482 4119932.124 65.224, 307169.582 4119929.401 65.315, 307168.719 4119926.672 65.394, 307167.922 4119923.91 65.47, 307167.212 4119921.139 65.529, 307166.757 4119918.939 65.599, 307166.455 4119917.471 65.645, 307166.155 4119916.002 65.692, 307165.855 4119914.533 65.738, 307165.554 4119913.064 65.785, 307165.403 4119912.325 65.808, 307165.401 4119912.314 65.808, 307165.387 4119912.197 65.812)"
L233013950,N233015610,N233015410,1,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,5.704,,1,0,3,0,9999999.0,0.0,0,0,0,0,,2.156,1.235,1,0,,"LINESTRING Z (307189.263 4119965.373 63.974, 307192.948 4119961.019 64.097)"
L233013960,N233015640,N233015610,2,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,2.999,,1,0,3,0,9999999.0,0.0,0,0,0,0,,2.301,1.318,1,0,,"LINESTRING Z (307191.15 4119967.704 63.905, 307189.263 4119965.373 63.974)"
L233013970,N233015490,N233015840,1,4,6,일반도로,,남양로786번길,1,0,0,50,모두통행가능,0.0,0.0,30.76,,1,0,0,0,662.983,1.0,0,0,0,0,,-1.619,-0.928,1,0,,"LINESTRING Z (307980.66 4119972.576 70.766, 307981.415 4119969.808 70.712, 307982.223 4119966.845 70.654, 307982.828 4119964.625 70.61, 307983.46 4119962.207 70.554, 307984.115 4119959.798 70.505, 307984.772 4119957.383 70.459, 307985.427 4119954.975 70.417, 307986.076 4119952.297 70.353, 307989.037 4119942.986 70.268)"
L233013980,N233015490,N233015830,1,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,2.944,,1,0,3,0,9999999.0,0.0,0,0,0,0,,2.106,1.206,1,0,,"LINESTRING Z (307980.66 4119972.576 70.766, 307983.58 4119972.952 70.828)"
L233013990,N233015830,N233015630,1,4,6,일반도로,,남양로786번길,1,0,0,50,모두통행가능,0.0,0.0,115.497,,1,0,0,0,39.229,2.0,0,0,0,0,,3.859,2.21,1,0,,"LINESTRING Z (307983.58 4119972.952 70.828, 307989.572 4119973.724 70.956, 307989.594 4119973.738 70.956, 307992.82 4119974.272 71.062, 307995.086 4119974.587 71.134, 307996.349 4119974.736 71.184, 307997.612 4119974.884 71.235, 307998.875 4119975.033 71.286, 308000.138 4119975.182 71.336, 308001.394 4119975.33 71.388, 308002.657 4119975.478 71.441, 308003.919 4119975.628 71.493, 308005.182 4119975.777 71.546, 308006.449 4119975.927 71.597, 308007.712 4119976.075 71.647, 308008.975 4119976.223 71.697, 308010.238 4119976.371 71.747, 308011.501 4119976.519 71.797, 308012.76 4119976.671 71.849, 308014.022 4119976.822 71.9, 308015.285 4119976.974 71.952, 308016.547 4119977.126 72.003, 308017.815 4119977.277 72.055, 308019.078 4119977.426 72.107, 308020.341 4119977.575 72.159, 308021.603 4119977.727 72.21, 308022.866 4119977.879 72.262, 308024.128 4119978.032 72.312, 308025.391 4119978.175 72.362, 308026.655 4119978.319 72.412, 308027.918 4119978.464 72.462, 308029.192 4119978.609 72.51, 308030.456 4119978.751 72.559, 308031.72 4119978.891 72.606, 308032.884 4119979.054 72.651, 308034.148 4119979.236 72.7, 308036.495 4119979.795 72.799, 308038.665 4119980.873 72.911, 308040.456 4119982.428 73.026, 308041.411 4119984.293 73.122, 308041.751 4119985.425 73.189, 308041.945 4119986.695 73.24, 308041.644 4119988.472 73.305, 308041.259 4119990.07 73.362, 308040.905 4119991.351 73.41, 308040.537 4119992.686 73.462, 308040.174 4119994.014 73.516, 308039.812 4119995.33 73.571, 308039.442 4119996.656 73.628, 308039.072 4119997.983 73.685, 308038.702 4119999.31 73.742, 308038.331 4120000.641 73.799, 308037.961 4120001.967 73.853, 308037.584 4120003.292 73.909, 308037.208 4120004.617 73.965, 308036.832 4120005.942 74.02, 308036.465 4120007.265 74.076, 308036.096 4120008.592 74.132, 308035.728 4120009.92 74.187, 308035.359 4120011.247 74.243, 308034.988 4120012.573 74.3, 308034.617 4120013.899 74.356, 308034.245 4120015.225 74.412, 308033.873 4120016.552 74.469, 308033.501 4120017.882 74.527, 308033.131 4120019.209 74.585, 308032.761 4120020.536 74.644, 308032.391 4120021.863 74.702, 308032.021 4120023.183 74.761, 308031.648 4120024.509 74.822, 308031.275 4120025.839 74.881, 308030.904 4120027.165 74.936, 308030.52 4120028.54 74.994, 308027.893 4120037.548 75.285)"
L233014000,N233015830,N233015470,1,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,2.983,,1,0,3,0,7808.13,0.0,0,0,0,0,,2.112,1.21,1,0,,"LINESTRING Z (307983.58 4119972.952 70.828, 307983.324 4119973.88 70.808, 307982.786 4119975.828 70.891)"
L233014010,N233015480,N233015490,1,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,2.954,,1,0,3,0,9999999.0,0.0,0,0,0,0,,-1.896,-1.086,1,0,,"LINESTRING Z (307979.883 4119975.426 70.822, 307980.66 4119972.576 70.766)"
L233014020,N233015470,N233015480,1,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,2.931,,1,0,3,0,9999999.0,0.0,0,0,0,0,,-2.355,-1.349,1,0,,"LINESTRING Z (307982.786 4119975.828 70.891, 307979.883 4119975.426 70.822)"
L233014030,N233015470,N233015620,1,4,6,일반도로,,남양로786번길,1,0,0,50,모두통행가능,0.0,0.0,101.431,,1,0,0,0,37.651,4.0,0,0,0,0,007,4.201,2.406,1,0,,"LINESTRING Z (307982.786 4119975.828 70.891, 307982.613 4119976.451 70.861, 307981.861 4119979.175 70.916, 307981.022 4119982.212 70.978, 307981 4119982.296 70.979, 307980.22 4119985.169 71.006, 307979.443 4119988.067 71.049, 307979.438 4119988.089 71.05, 307978.658 4119990.961 71.098, 307977.876 4119993.828 71.15, 307977.092 4119996.717 71.203, 307976.314 4119999.598 71.256, 307975.537 4120002.482 71.314, 307975.011 4120004.483 71.356, 307974.456 4120006.593 71.399, 307973.975 4120008.245 71.434, 307973.602 4120010.001 71.458, 307973.239 4120011.496 71.529, 307972.863 4120013.089 71.606, 307972.582 4120014.436 71.662, 307972.436 4120015.684 71.725, 307972.478 4120016.836 71.788, 307972.713 4120017.915 71.845, 307973.04 4120018.97 71.903, 307973.459 4120019.992 71.963, 307973.965 4120020.974 72.023, 307974.555 4120021.907 72.083, 307975.224 4120022.786 72.143, 307975.721 4120023.403 72.186, 307978.514 4120024.134 72.312, 307981.314 4120024.894 72.466, 307984.123 4120025.655 72.626, 307986.929 4120026.413 72.791, 307989.737 4120027.171 72.955, 307992.543 4120027.929 73.12, 307995.349 4120028.688 73.283, 307998.155 4120029.447 73.446, 308000.965 4120030.205 73.607, 308003.759 4120030.963 73.771, 308006.561 4120031.733 73.95, 308009.369 4120032.503 74.127, 308012.172 4120033.268 74.302, 308015.014 4120034.04 74.472, 308016.529 4120034.448 74.566, 308018.126 4120034.873 74.663, 308021.106 4120035.691 74.858, 308023.994 4120036.484 75.047, 308025.589 4120036.922 75.152)"
L233014040,N233016390,N233017250,1,4,6,일반도로,,역골동로,1,0,0,50,모두통행가능,0.0,0.0,24.709,,1,0,0,0,2904.766,0.0,0,0,0,0,,5.933,3.395,1,0,,"LINESTRING Z (307579.432 4119993.706 66.471, 307581.701 4119977.446 67.507, 307582.795 4119969.226 67.937)"
L233014050,N233017250,N233016310,2,4,6,일반도로,,역골동로,1,0,0,50,모두통행가능,0.0,0.0,71.526,,1,0,0,1,7304.452,1.0,0,0,1,0,007,5.381,3.08,1,0,,"LINESTRING Z (307582.795 4119969.226 67.937, 307583.022 4119967.521 68.026, 307583.523 4119963.755 68.224, 307587.871 4119929.012 69.993, 307589.925 4119912.316 70.783, 307591.589 4119898.239 71.786)"
L233014060,N233016390,N233016410,1,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,5.931,,1,0,1,0,9999999.0,0.0,0,0,0,0,006,3.524,2.018,1,0,,"LINESTRING Z (307579.432 4119993.706 66.471, 307585.214 4119995.028 66.68)"
L233014070,N233016410,N233016400,1,4,6,일반도로,,역골동로,1,0,0,50,모두통행가능,0.0,0.0,9.738,,1,0,0,0,9999999.0,1.0,0,0,0,0,007,-2.146,-1.229,1,0,,"LINESTRING Z (307585.214 4119995.028 66.68, 307594.708 4119997.198 66.471)"
L233014080,N233016410,N233016320,2,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,5.896,,1,0,1,0,2306.623,0.0,0,0,0,0,006,-4.918,-2.816,1,0,,"LINESTRING Z (307585.214 4119995.028 66.68, 307585.186 4119995.223 66.67, 307584.502 4120000.531 66.368, 307584.451 4120000.875 66.39)"
L233014090,N233016330,N233016300,2,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,1.567,,1,0,3,0,9999999.0,0.0,0,0,0,0,,-4.913,-2.813,1,0,,"LINESTRING Z (307445.825 4119997.736 74.158, 307444.649 4119998.772 74.081)"
L233014100,N233016330,N233016290,1,4,6,일반도로,,역골중앙로,1,0,0,30,모두통행가능,0.0,0.0,8.514,,1,3,0,0,9999999.0,1.0,0,0,0,0,,-4.287,-2.455,1,0,생활보호구역,"LINESTRING Z (307445.825 4119997.736 74.158, 307452.836 4120002.567 73.793)"
L233014110,N233017740,N233016370,2,4,6,일반도로,,역골중앙로,1,0,0,50,모두통행가능,0.0,0.0,62.82,5,1,0,0,0,270.485,0.0,0,0,0,0,,-6.546,-3.745,1,0,중앙분리대/봉,"LINESTRING Z (307439.346 4120002.984 73.851, 307436.943 4120004.771 73.675, 307436.673 4120004.971 73.655, 307434.217 4120006.684 73.482, 307434.092 4120006.771 73.474, 307431.621 4120008.463 73.293, 307430.117 4120009.492 73.182, 307427.614 4120011.134 72.992, 307426.916 4120011.591 72.938, 307424.395 4120013.204 72.734, 307422.791 4120014.23 72.603, 307420.223 4120015.768 72.405, 307419.88 4120015.973 72.378, 307417.229 4120017.365 72.192, 307415.452 4120018.298 72.067, 307412.726 4120019.538 71.886, 307384.306 4120032.926 69.739)"
L233014120,N233016380,N233016390,2,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,6.01,,1,0,1,0,9999999.0,0.0,0,0,0,0,006,1.348,0.772,1,0,,"LINESTRING Z (307578.598 4119999.658 66.39, 307579.432 4119993.706 66.471)"
L233014130,N233016320,N233016380,1,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,5.978,,1,0,1,0,9999999.0,0.0,0,0,0,0,006,0.0,0.0,1,0,,"LINESTRING Z (307584.451 4120000.875 66.39, 307578.598 4119999.658 66.39)"
L233014140,N233016450,N233016320,1,4,6,일반도로,,역골동로,1,0,0,50,모두통행가능,0.0,0.0,9.22,,1,0,0,0,9999999.0,1.0,0,0,0,0,007,0.0,0.0,1,0,,"LINESTRING Z (307593.478 4120002.753 66.39, 307584.451 4120000.875 66.39)"
L233014150,N233016430,N233016300,1,4,6,일반도로,,역골중앙로,1,0,0,30,모두통행가능,0.0,0.0,8.847,,1,3,0,0,9999999.0,1.0,0,0,0,0,,6.081,3.48,1,0,생활보호구역,"LINESTRING Z (307451.796 4120003.987 73.543, 307444.649 4119998.772 74.081)"
L233014160,N233016370,N233016560,3,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,4.03,5,1,0,3,0,9999999.0,0.0,0,0,0,0,,-7.048,-4.031,1,0,중앙분리대,"LINESTRING Z (307384.306 4120032.926 69.739, 307380.992 4120035.219 69.455)"
L233014170,N233016370,N233016580,1,4,6,일반도로,,역골중앙로,1,0,0,30,모두통행가능,0.0,0.0,8.205,,1,3,0,0,9999999.0,1.0,0,0,0,0,,-5.607,-3.209,1,0,생활보호구역,"LINESTRING Z (307384.306 4120032.926 69.739, 307388.268 4120040.111 69.279)"
L233014180,N233016560,N233017170,2,4,6,일반도로,,역골중앙로,1,0,0,50,모두통행가능,0.0,0.0,2.837,5,1,0,0,0,9999999.0,0.0,0,0,0,0,,-6.839,-3.913,1,0,중앙분리대/봉,"LINESTRING Z (307380.992 4120035.219 69.455, 307378.411 4120036.396 69.261)"
L233014190,N233017170,N233015690,3,4,6,일반도로,,역골중앙로,1,0,0,50,모두통행가능,0.0,0.0,65.771,5,1,0,0,0,645.491,0.0,0,0,1,0,,-6.666,-3.813,1,0,중앙분리대/봉,"LINESTRING Z (307378.411 4120036.396 69.261, 307364.715 4120042.635 68.184, 307363.517 4120043.124 68.097, 307360.744 4120044.253 67.91, 307359.508 4120044.757 67.826, 307356.73 4120045.874 67.642, 307355.374 4120046.42 67.553, 307352.604 4120047.554 67.351, 307351.148 4120048.151 67.245, 307348.379 4120049.287 67.042, 307346.844 4120049.916 66.93, 307344.085 4120051.078 66.723, 307342.624 4120051.693 66.614, 307339.866 4120052.858 66.419, 307338.635 4120053.378 66.333, 307335.9 4120054.592 66.127, 307334.616 4120055.161 66.03, 307331.922 4120056.463 65.812, 307330.89 4120056.961 65.729, 307330.153 4120057.335 65.678, 307328.219 4120058.315 65.543, 307327.734 4120058.561 65.51, 307325.116 4120060.012 65.308, 307324.831 4120060.17 65.286, 307322.243 4120061.677 65.1, 307321.263 4120062.248 65.029, 307318.718 4120063.83 64.877)"
L233014200,N233015620,N233015470,1,4,6,일반도로,,남양로786번길,1,0,0,50,모두통행가능,0.0,0.0,109.574,,1,0,0,0,37.341,2.0,0,0,0,0,,-3.889,-2.227,1,0,,"LINESTRING Z (308025.589 4120036.922 75.152, 308026.913 4120030.902 75.044, 308027.599 4120028.292 74.978, 308028.327 4120025.627 74.88, 308029.078 4120022.965 74.769, 308029.833 4120020.294 74.658, 308030.583 4120017.628 74.551, 308031.322 4120014.964 74.44, 308032.068 4120012.296 74.329, 308032.82 4120009.63 74.219, 308033.566 4120006.963 74.106, 308034.311 4120004.291 73.993, 308035.052 4120001.622 73.881, 308035.793 4119998.958 73.767, 308036.54 4119996.291 73.649, 308037.293 4119993.612 73.526, 308037.999 4119990.946 73.389, 308038.353 4119988.592 73.27, 308038.117 4119986.931 73.162, 308037.342 4119985.241 73.048, 308036.139 4119983.905 72.938, 308034.973 4119983.015 72.854, 308033.082 4119982.199 72.729, 308030.298 4119981.632 72.589, 308027.559 4119981.31 72.473, 308024.808 4119980.988 72.365, 308022.055 4119980.676 72.26, 308019.304 4119980.358 72.153, 308016.558 4119980.04 72.043, 308013.808 4119979.716 71.936, 308011.055 4119979.385 71.831, 308008.305 4119979.051 71.727, 308005.558 4119978.729 71.617, 308002.808 4119978.403 71.502, 308000.052 4119978.062 71.396, 307997.301 4119977.739 71.296, 307994.549 4119977.421 71.196, 307992.026 4119977.107 71.112, 307982.786 4119975.828 70.891)"
L233014210,N233015620,N233015630,1,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,2.388,,1,0,3,0,229.692,0.0,0,0,0,0,,5.57,3.188,1,0,,"LINESTRING Z (308025.589 4120036.922 75.152, 308026.993 4120037.308 75.244, 308027.893 4120037.549 75.285)"
L233014220,N233015630,N233016360,1,4,6,일반도로,,남양로786번길,1,0,0,50,모두통행가능,0.0,0.0,39.016,,1,0,0,0,397.164,1.0,0,0,0,0,,3.442,1.971,1,0,,"LINESTRING Z (308027.893 4120037.549 75.285, 308030.023 4120038.117 75.382, 308032.695 4120038.846 75.544, 308033.154 4120038.972 75.572, 308035.356 4120039.572 75.705, 308038.185 4120040.347 75.878, 308041.013 4120041.113 76.049, 308043.843 4120041.873 76.212, 308046.673 4120042.633 76.368, 308049.435 4120043.379 76.513, 308065.779 4120046.813 76.628)"
L233014230,N233015630,N233016340,1,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,2.873,,1,0,3,0,9999999.0,0.0,0,0,0,0,,-0.801,-0.459,1,0,,"LINESTRING Z (308027.893 4120037.548 75.285, 308027.089 4120040.306 75.262)"
L233014240,N233016600,N233015480,1,4,6,일반도로,,남양로786번길,1,0,0,50,모두통행가능,0.0,0.0,105.228,,1,0,0,0,39.874,4.0,0,0,0,0,007,-4.095,-2.345,1,0,,"LINESTRING Z (308024.971 4120039.728 75.131, 308022.847 4120039.149 75, 308020.568 4120038.527 74.859, 308017.413 4120037.67 74.666, 308017.369 4120037.658 74.663, 308014.298 4120036.821 74.473, 308011.506 4120036.071 74.304, 308008.716 4120035.316 74.128, 308005.933 4120034.552 73.954, 308003.146 4120033.785 73.78, 308000.344 4120033.026 73.613, 307997.552 4120032.275 73.45, 307994.764 4120031.518 73.284, 307991.973 4120030.761 73.12, 307989.182 4120030.006 72.956, 307986.392 4120029.252 72.794, 307983.6 4120028.5 72.632, 307980.811 4120027.746 72.474, 307978.041 4120026.99 72.326, 307977.007 4120026.589 72.293, 307976.032 4120026.107 72.257, 307975.103 4120025.542 72.218, 307974.227 4120024.899 72.177, 307973.41 4120024.181 72.134, 307972.659 4120023.396 72.089, 307971.979 4120022.547 72.043, 307971.376 4120021.643 71.996, 307970.855 4120020.689 71.948, 307970.418 4120019.694 71.9, 307970.07 4120018.664 71.852, 307969.813 4120017.608 71.804, 307969.649 4120016.534 71.758, 307969.58 4120015.449 71.712, 307969.605 4120014.362 71.668, 307969.712 4120013.601 71.637, 307969.986 4120012.345 71.6, 307970.44 4120010.625 71.528, 307971.198 4120007.502 71.426, 307971.962 4120004.638 71.372, 307972.731 4120001.78 71.317, 307973.506 4119998.919 71.261, 307974.288 4119996.057 71.204, 307975.072 4119993.205 71.149, 307975.853 4119990.33 71.097, 307976.624 4119987.456 71.047, 307977.378 4119984.622 71.001, 307978.104 4119981.952 70.949, 307979.054 4119978.467 70.881, 307979.883 4119975.426 70.822)"
L233014250,N233016600,N233015620,1,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,2.873,,1,0,3,0,9999999.0,0.0,0,0,0,0,,0.731,0.419,1,0,,"LINESTRING Z (308024.971 4120039.728 75.131, 308025.589 4120036.922 75.152)"
L233014260,N233016340,N233016600,1,1,6,일반도로,,,1,0,0,50,모두통행가능,0.0,0.0,2.195,,1,0,3,0,9999999.0,0.0,0,0,0,0,,-5.967,-3.415,1,0,,"LINESTRING Z (308027.089 4120040.306 75.262, 308024.971 4120039.728 75.131)"
L233014270,N233016610,N233016560,1,4,6,일반도로,,역골중앙로,1,0,0,30,모두통행가능,0.0,0.0,7.969,,1,3,0,0,9999999.0,1.0,0,0,0,0,,5.383,3.081,1,0,생활보호구역,"LINESTRING Z (307385.769 4120041.598 69.026, 307380.992 4120035.219 69.455)"
