LinkID,FNode,Enode,Lanes,LinkType,RoadRank,RoadType,RoadNo,RoadName,RoadUse,MultiLink,Connect,MaxSpeed,Rvehicle,RestWeight,RestHeight,Length,MedianType,PaveType,SafetyZone,Intersect,SpeedBump,Curvature,Crosswalk,RWayCross,Shoulder,PocketLane,Averheight,SigLight,SlopePer,SlopeDeg,VulService,ConService,Remark,geometry
L233006680,N233000840,N233000860,2,4,2,일반도로,77,남양초지로,1,0,0,70,모두통행가능,0.0,0.0,262.913,2,1,0,0,0,2278.211,0.0,0,0,0,0,,4.131,2.366,0,0,,"LINESTRING Z (306671.273 4123694.964 68.483, 306671.843 4123692.036 68.615, 306671.939 4123691.542 68.638, 306672.467 4123688.591 68.753, 306672.994 4123685.64 68.869, 306673.492 4123682.856 68.978, 306674.025 4123679.91 69.104, 306674.31 4123678.337 69.171, 306674.734 4123675.372 69.288, 306674.958 4123673.807 69.35, 306675.381 4123670.851 69.473, 306675.804 4123667.895 69.596, 306676.227 4123664.939 69.719, 306676.41 4123663.656 69.773, 306676.767 4123660.69 69.901, 306677.123 4123657.724 70.029, 306677.48 4123654.757 70.158, 306677.581 4123653.914 70.195, 306677.906 4123650.94 70.324, 306678.231 4123647.966 70.454, 306678.556 4123644.992 70.584, 306678.598 4123644.606 70.601, 306678.906 4123641.634 70.724, 306679.213 4123638.662 70.848, 306679.521 4123635.69 70.971, 306679.611 4123634.822 71.007, 306679.878 4123631.847 71.132, 306680.144 4123628.872 71.257, 306680.411 4123625.898 71.381, 306680.51 4123624.787 71.427, 306680.752 4123621.818 71.553, 306680.995 4123618.848 71.678, 306681.053 4123618.138 71.708, 306681.237 4123615.164 71.83, 306681.255 4123614.88 71.841, 306681.449 4123611.9 71.964, 306681.642 4123608.919 72.087, 306681.836 4123605.938 72.21, 306681.901 4123604.934 72.252, 306682.06 4123601.951 72.369, 306682.22 4123598.967 72.487, 306682.379 4123595.984 72.605, 306682.427 4123595.093 72.641, 306682.568 4123592.11 72.765, 306682.709 4123589.127 72.89, 306682.85 4123586.144 73.015, 306682.905 4123584.983 73.063, 306683.035 4123581.996 73.185, 306683.145 4123579.483 73.287, 306683.257 4123576.486 73.409, 306683.307 4123575.143 73.463, 306683.411 4123572.158 73.583, 306683.515 4123569.173 73.703, 306683.619 4123566.187 73.823, 306683.654 4123565.175 73.863, 306683.749 4123562.188 73.984, 306683.844 4123559.202 74.104, 306683.938 4123556.215 74.225, 306683.966 4123555.348 74.26, 306684.052 4123552.363 74.378, 306684.139 4123549.378 74.497, 306684.225 4123546.393 74.615, 306684.26 4123545.202 74.662, 306684.343 4123542.215 74.78, 306684.425 4123539.228 74.897, 306684.508 4123536.241 75.014, 306684.532 4123535.379 75.047, 306684.614 4123532.394 75.172, 306684.697 4123529.409 75.297, 306684.779 4123526.423 75.422, 306684.809 4123525.33 75.467, 306684.903 4123522.343 75.583, 306684.997 4123519.356 75.698, 306685.091 4123516.37 75.813, 306685.119 4123515.478 75.848, 306685.203 4123512.493 75.97, 306685.288 4123509.507 76.092, 306685.372 4123506.522 76.214, 306685.402 4123505.46 76.258, 306685.497 4123502.476 76.389, 306685.591 4123499.491 76.52, 306685.686 4123496.506 76.651, 306685.719 4123495.447 76.697, 306685.83 4123492.462 76.826, 306685.941 4123489.476 76.955, 306686.052 4123486.49 77.084, 306686.083 4123485.648 77.12, 306686.187 4123482.663 77.245, 306686.29 4123479.678 77.37, 306686.394 4123476.693 77.495, 306686.428 4123475.705 77.536, 306686.553 4123472.72 77.662, 306686.678 4123469.736 77.788, 306686.803 4123466.752 77.914, 306686.846 4123465.717 77.958, 306686.971 4123462.732 78.088, 306687.097 4123459.748 78.218, 306687.222 4123456.764 78.349, 306687.263 4123455.784 78.392, 306687.404 4123452.8 78.512, 306687.545 4123449.816 78.632, 306687.686 4123446.832 78.752, 306687.735 4123445.793 78.793, 306687.819 4123444.036 78.855, 306687.908 4123442.812 78.921, 306688.08 4123439.83 79.049, 306688.253 4123436.848 79.177, 306688.311 4123435.844 79.221, 306688.543 4123432.865 79.345)"
L233006690,N233000850,N233000790,2,4,2,고가차도,77,남양초지로,1,0,0,70,모두통행가능,43.2,0.0,150.981,1,1,0,0,0,690.342,0.0,0,0,0,0,,-3.961,-2.268,0,0,,"LINESTRING Z (306679.65 4123699.058 68.748, 306679.541 4123699.757 68.72, 306679.478 4123700.124 68.707, 306678.927 4123703.059 68.591, 306678.824 4123703.601 68.569, 306678.261 4123706.539 68.458, 306678.135 4123707.198 68.434, 306677.553 4123710.137 68.321, 306677.408 4123710.866 68.292, 306676.823 4123713.807 68.176, 306676.66 4123714.63 68.144, 306676.007 4123717.557 68.019, 306675.723 4123718.829 67.966, 306675.092 4123721.756 67.843, 306674.758 4123723.3 67.779, 306674.093 4123726.215 67.651, 306673.694 4123727.96 67.575, 306673.027 4123730.874 67.462, 306672.611 4123732.69 67.393, 306671.925 4123735.598 67.28, 306671.468 4123737.533 67.205, 306670.744 4123740.432 67.088, 306670.165 4123742.75 66.996, 306669.411 4123745.643 66.873, 306668.773 4123748.094 66.769, 306668.014 4123750.988 66.649, 306667.352 4123753.513 66.545, 306666.56 4123756.394 66.423, 306665.802 4123759.149 66.307, 306664.992 4123762.023 66.191, 306664.185 4123764.888 66.076, 306663.328 4123767.746 65.964, 306662.472 4123770.605 65.853, 306662.439 4123770.718 65.849, 306661.565 4123773.568 65.726, 306660.691 4123776.419 65.604, 306660.617 4123776.661 65.594, 306659.709 4123779.499 65.469, 306658.801 4123782.337 65.345, 306658.668 4123782.751 65.326, 306657.767 4123785.597 65.208, 306657.29 4123787.102 65.146, 306656.866 4123788.442 65.09, 306656.852 4123788.486 65.088, 306655.916 4123791.335 64.975, 306654.98 4123794.184 64.862, 306654.315 4123796.211 64.782, 306653.365 4123799.043 64.671, 306652.638 4123801.214 64.586, 306651.646 4123804.033 64.464, 306650.705 4123806.708 64.348, 306649.683 4123809.51 64.225, 306648.662 4123812.312 64.102, 306648.601 4123812.479 64.095, 306647.557 4123815.269 63.978, 306646.512 4123818.06 63.861, 306646.306 4123818.612 63.838, 306645.217 4123821.387 63.719, 306644.128 4123824.163 63.601, 306643.814 4123824.961 63.568, 306642.741 4123827.749 63.448, 306641.667 4123830.536 63.329, 306641.247 4123831.626 63.282, 306640.1 4123834.39 63.15, 306638.953 4123837.154 63.017, 306638.417 4123838.445 62.954, 306637.237 4123841.196 62.841, 306636.299 4123843.367 62.768)"
L233006700,N233000780,N233000840,2,4,2,고가차도,77,남양초지로,1,0,0,70,모두통행가능,43.2,0.0,150.271,1,1,0,0,0,703.474,0.0,0,0,0,0,,3.997,2.289,0,0,,"LINESTRING Z (306628.516 4123838.729 62.477, 306629.287 4123836.908 62.55, 306629.82 4123835.643 62.601, 306630.943 4123832.869 62.727, 306631.559 4123831.347 62.796, 306632.69 4123828.577 62.924, 306633.326 4123827.02 62.996, 306634.432 4123824.242 63.121, 306635.095 4123822.578 63.196, 306636.167 4123819.787 63.315, 306636.831 4123818.058 63.388, 306637.89 4123815.264 63.502, 306638.576 4123813.454 63.575, 306639.597 4123810.646 63.684, 306640.268 4123808.8 63.756, 306641.294 4123805.996 63.885, 306641.997 4123804.077 63.973, 306642.987 4123801.26 64.104, 306643.696 4123799.244 64.197, 306644.662 4123796.419 64.316, 306645.352 4123794.401 64.401, 306646.301 4123791.57 64.513, 306646.995 4123789.498 64.596, 306647.922 4123786.659 64.707, 306648.594 4123784.602 64.788, 306649.523 4123781.764 64.906, 306650.212 4123779.658 64.994, 306651.08 4123776.801 65.114, 306651.754 4123774.582 65.208, 306652.619 4123771.724 65.327, 306653.291 4123769.505 65.42, 306654.134 4123766.64 65.539, 306654.794 4123764.394 65.633, 306655.633 4123761.526 65.751, 306656.302 4123759.243 65.844, 306657.085 4123756.358 65.967, 306657.729 4123753.986 66.068, 306658.51 4123751.101 66.187, 306659.155 4123748.72 66.286, 306659.92 4123745.83 66.417, 306660.565 4123743.394 66.526, 306661.33 4123740.504 66.651, 306661.974 4123738.074 66.756, 306662.693 4123735.171 66.87, 306663.313 4123732.668 66.97, 306663.978 4123729.75 67.088, 306664.567 4123727.165 67.193, 306665.255 4123724.254 67.309, 306665.844 4123721.758 67.409, 306666.466 4123718.845 67.537, 306667.089 4123715.931 67.665, 306667.236 4123715.242 67.696, 306667.842 4123712.323 67.821, 306668.449 4123709.405 67.946, 306668.618 4123708.59 67.98, 306669.199 4123705.663 68.095, 306669.78 4123702.737 68.209, 306669.968 4123701.789 68.246, 306670.528 4123698.858 68.347, 306671.089 4123695.927 68.449, 306671.273 4123694.964 68.483)"
L233006710,N233000790,N233000820,2,4,2,일반도로,77,남양초지로,1,0,0,70,모두통행가능,0.0,0.0,106.536,2,1,0,0,0,1235.402,0.0,0,0,0,0,,-4.229,-2.421,0,0,,"LINESTRING Z (306636.299 4123843.367 62.768, 306634.769 4123846.946 62.604, 306633.581 4123849.686 62.469, 306632.392 4123852.426 62.335, 306631.204 4123855.166 62.201, 306630.809 4123856.077 62.156, 306629.596 4123858.807 62.035, 306628.384 4123861.537 61.914, 306627.171 4123864.267 61.793, 306626.772 4123865.165 61.753, 306625.512 4123867.873 61.632, 306624.252 4123870.58 61.51, 306622.991 4123873.288 61.388, 306622.511 4123874.32 61.342, 306621.237 4123877.022 61.213, 306619.963 4123879.724 61.084, 306618.689 4123882.426 60.956, 306618.281 4123883.29 60.915, 306616.965 4123885.971 60.788, 306615.649 4123888.653 60.662, 306614.333 4123891.334 60.535, 306613.886 4123892.244 60.492, 306612.553 4123894.918 60.365, 306611.22 4123897.592 60.237, 306609.887 4123900.265 60.11, 306609.507 4123901.028 60.074, 306608.161 4123903.694 59.951, 306606.815 4123906.36 59.829, 306605.469 4123909.027 59.707, 306604.958 4123910.039 59.66, 306603.6 4123912.7 59.539, 306602.242 4123915.361 59.417, 306600.884 4123918.021 59.295, 306600.453 4123918.866 59.256, 306599.08 4123921.519 59.127, 306597.708 4123924.172 58.997, 306596.336 4123926.825 58.867, 306595.894 4123927.678 58.825, 306594.501 4123930.333 58.69, 306594.093 4123931.111 58.65, 306592.7 4123933.767 58.518, 306592.28 4123934.57 58.477, 306590.896 4123937.23 58.356, 306590.421 4123938.141 58.315, 306589.851 4123939.214 58.263)"
L233006720,N233000830,N233000780,2,4,2,일반도로,77,남양초지로,1,0,0,70,모두통행가능,0.0,0.0,107.731,2,1,0,0,0,1241.173,0.0,0,0,0,0,,4.003,2.292,0,0,,"LINESTRING Z (306581.491 4123935.623 58.165, 306582.347 4123933.996 58.291, 306583.727 4123931.38 58.415, 306585.119 4123928.74 58.542, 306586.521 4123926.082 58.668, 306587.71 4123923.759 58.764, 306589.084 4123921.106 58.88, 306590.458 4123918.453 58.995, 306591.833 4123915.8 59.11, 306592.259 4123914.978 59.146, 306593.622 4123912.319 59.265, 306594.984 4123909.661 59.385, 306596.347 4123907.003 59.504, 306596.819 4123906.083 59.545, 306598.168 4123903.418 59.673, 306599.518 4123900.753 59.8, 306600.867 4123898.089 59.927, 306601.337 4123897.161 59.971, 306602.673 4123894.485 60.088, 306604.01 4123891.808 60.204, 306605.346 4123889.131 60.32, 306605.537 4123888.75 60.337, 306606.845 4123886.064 60.452, 306608.154 4123883.379 60.567, 306609.462 4123880.694 60.683, 306609.945 4123879.702 60.726, 306611.233 4123877.005 60.845, 306612.52 4123874.307 60.965, 306613.808 4123871.61 61.084, 306614.11 4123870.977 61.112, 306615.372 4123868.268 61.227, 306616.634 4123865.558 61.341, 306617.895 4123862.848 61.456, 306618.201 4123862.191 61.484, 306619.43 4123859.468 61.589, 306620.66 4123856.745 61.695, 306621.889 4123854.022 61.801, 306622.309 4123853.091 61.838, 306623.497 4123850.351 61.962, 306624.684 4123847.611 62.087, 306625.872 4123844.871 62.211, 306626.483 4123843.461 62.276, 306627.675 4123840.709 62.392, 306628.124 4123839.671 62.437, 306628.516 4123838.729 62.477)"
L233006730,N233000820,N233000810,2,4,2,교량,77,남양초지로,1,0,0,70,모두통행가능,43.2,0.0,155.051,1,1,0,0,0,147598.652,0.0,0,0,0,0,,-4.03,-2.308,0,0,,"LINESTRING Z (306589.851 4123939.214 58.263, 306589.021 4123940.778 58.188, 306588.018 4123942.666 58.098, 306586.639 4123945.316 57.983, 306585.552 4123947.403 57.894, 306584.173 4123950.057 57.776, 306582.977 4123952.358 57.674, 306581.579 4123955.002 57.557, 306580.3 4123957.419 57.45, 306578.926 4123960.067 57.323, 306577.551 4123962.715 57.195, 306577.504 4123962.806 57.19, 306576.12 4123965.445 57.072, 306574.737 4123968.083 56.953, 306574.483 4123968.568 56.932, 306573.098 4123971.209 56.803, 306571.714 4123973.85 56.674, 306571.289 4123974.662 56.634, 306569.907 4123977.307 56.513, 306568.526 4123979.951 56.392, 306568.063 4123980.838 56.351, 306566.682 4123983.49 56.237, 306565.3 4123986.142 56.122, 306564.709 4123987.276 56.072, 306563.311 4123989.922 55.962, 306561.914 4123992.569 55.851, 306561.281 4123993.769 55.8, 306559.891 4123996.423 55.68, 306558.501 4123999.078 55.56, 306557.792 4124000.431 55.498, 306556.399 4124003.086 55.375, 306555.005 4124005.742 55.251, 306554.205 4124007.265 55.18, 306552.814 4124009.922 55.056, 306551.422 4124012.578 54.931, 306550.553 4124014.235 54.853, 306549.174 4124016.896 54.729, 306547.795 4124019.558 54.605, 306546.861 4124021.36 54.521, 306545.477 4124024.02 54.402, 306544.094 4124026.681 54.284, 306543.134 4124028.526 54.203, 306541.741 4124031.182 54.086, 306540.348 4124033.839 53.97, 306539.289 4124035.858 53.881, 306537.894 4124038.513 53.76, 306536.498 4124041.168 53.638, 306535.42 4124043.22 53.545, 306534.028 4124045.877 53.422, 306532.636 4124048.533 53.299, 306531.487 4124050.725 53.197, 306530.095 4124053.38 53.061, 306528.702 4124056.035 52.924, 306527.483 4124058.359 52.805, 306527.273 4124058.761 52.787, 306526.093 4124061.016 52.688, 306524.702 4124063.672 52.571, 306523.459 4124066.046 52.466, 306522.068 4124068.7 52.353, 306520.677 4124071.355 52.24, 306519.324 4124073.935 52.13, 306517.938 4124076.59 52.014)"
L233006740,N233000800,N233000830,2,4,2,교량,77,남양초지로,1,0,0,70,모두통행가능,43.2,0.0,155.406,1,1,0,0,0,288625.046,0.0,0,0,0,0,,3.981,2.279,0,0,,"LINESTRING Z (306509.469 4124073.34 51.979, 306509.652 4124072.993 51.996, 306510.736 4124070.936 52.099, 306512.126 4124068.291 52.219, 306513.265 4124066.123 52.317, 306514.64 4124063.469 52.442, 306515.787 4124061.255 52.546, 306517.171 4124058.607 52.676, 306518.312 4124056.425 52.783, 306519.677 4124053.762 52.906, 306520.881 4124051.412 53.015, 306522.296 4124048.777 53.133, 306523.604 4124046.341 53.243, 306524.993 4124043.693 53.357, 306526.3 4124041.204 53.465, 306527.666 4124038.546 53.584, 306528.988 4124035.975 53.699, 306530.374 4124033.327 53.817, 306531.697 4124030.798 53.93, 306533.096 4124028.155 54.05, 306534.395 4124025.701 54.161, 306535.799 4124023.062 54.293, 306537.107 4124020.604 54.415, 306538.494 4124017.956 54.54, 306539.803 4124015.458 54.657, 306541.15 4124012.791 54.774, 306542.437 4124010.244 54.886, 306543.839 4124007.603 54.999, 306545.162 4124005.11 55.106, 306546.55 4124002.465 55.22, 306547.897 4123999.895 55.33, 306549.281 4123997.248 55.446, 306550.619 4123994.687 55.558, 306552.021 4123992.05 55.685, 306553.378 4123989.497 55.808, 306554.756 4123986.849 55.937, 306556.134 4123984.203 56.064, 306557.512 4123981.551 56.192, 306558.83 4123979.017 56.314, 306560.209 4123976.367 56.433, 306561.547 4123973.796 56.548, 306562.936 4123971.154 56.663, 306564.335 4123968.495 56.778, 306565.717 4123965.848 56.888, 306567.101 4123963.197 56.998, 306568.502 4123960.56 57.109, 306569.894 4123957.939 57.22, 306571.251 4123955.279 57.333, 306572.168 4123953.481 57.41, 306572.614 4123952.607 57.447, 306573.993 4123949.961 57.565, 306575.372 4123947.314 57.683, 306575.402 4123947.257 57.686, 306576.793 4123944.614 57.807, 306578.173 4123941.991 57.928, 306579.548 4123939.343 58.046, 306580.923 4123936.694 58.163, 306581.491 4123935.623 58.165)"
L233006750,N233000750,N233000730,2,4,2,일반도로,77,남양초지로,1,0,0,70,모두통행가능,0.0,0.0,194.564,2,1,0,0,0,2387.341,0.0,0,0,0,0,,-0.69,-0.395,0,0,,"LINESTRING Z (306281.099 4124529.484 39.653, 306280.288 4124531.048 39.629, 306279.856 4124531.882 39.616, 306278.441 4124534.515 39.568, 306277.505 4124536.256 39.537, 306276.141 4124538.916 39.498, 306275.227 4124540.698 39.472, 306273.843 4124543.348 39.446, 306272.459 4124545.997 39.42, 306271.075 4124548.646 39.394, 306270.517 4124549.715 39.384, 306269.112 4124552.356 39.363, 306268.262 4124553.953 39.351, 306266.88 4124556.604 39.328, 306265.906 4124558.472 39.311, 306264.532 4124561.126 39.287, 306263.158 4124563.78 39.263, 306261.784 4124566.435 39.238, 306261.25 4124567.467 39.229, 306259.866 4124570.108 39.202, 306258.481 4124572.749 39.175, 306258.158 4124573.366 39.169, 306256.815 4124576.028 39.133, 306256.673 4124576.31 39.129, 306255.293 4124578.962 39.101, 306253.912 4124581.614 39.074, 306252.532 4124584.267 39.046, 306252.12 4124585.058 39.038, 306250.749 4124587.72 39.018, 306249.378 4124590.382 38.998, 306248.757 4124591.587 38.989, 306247.42 4124594.252 38.958, 306247.292 4124594.507 38.955, 306245.93 4124597.176 38.938, 306244.567 4124599.845 38.921, 306243.205 4124602.515 38.905, 306243.147 4124602.627 38.904, 306241.79 4124605.296 38.89, 306240.603 4124607.632 38.878, 306239.294 4124610.325 38.856, 306238.564 4124611.826 38.844, 306237.254 4124614.519 38.825, 306235.944 4124617.213 38.805, 306234.634 4124619.906 38.786, 306234.503 4124620.175 38.784, 306233.183 4124622.864 38.764, 306231.863 4124625.553 38.743, 306231.248 4124626.805 38.734, 306230.177 4124629.043 38.711, 306228.889 4124631.741 38.689, 306227.601 4124634.438 38.666, 306226.314 4124637.136 38.644, 306225.617 4124638.596 38.632, 306224.313 4124641.286 38.612, 306223.265 4124643.448 38.596, 306221.994 4124646.167 38.581, 306221.432 4124647.367 38.574, 306220.155 4124650.07 38.553, 306218.879 4124652.773 38.531, 306217.602 4124655.475 38.51, 306217.116 4124656.504 38.502, 306215.867 4124659.226 38.483, 306214.77 4124661.613 38.467, 306213.488 4124664.315 38.444, 306213.235 4124664.848 38.44, 306211.98 4124667.563 38.415, 306210.725 4124670.277 38.389, 306209.471 4124672.991 38.364, 306209.093 4124673.807 38.356, 306207.838 4124676.52 38.33, 306206.895 4124678.559 38.31, 306206.265 4124679.957 38.302, 306205.666 4124681.289 38.294, 306204.946 4124682.887 38.284, 306203.722 4124685.613 38.284, 306202.497 4124688.34 38.284, 306201.273 4124691.067 38.284, 306200.788 4124692.147 38.284, 306199.583 4124694.881 38.286, 306198.377 4124697.616 38.287, 306197.923 4124698.647 38.288, 306196.722 4124701.427 38.296, 306195.563 4124704.189 38.31)"
L233006760,N233000760,N233000800,2,4,2,일반도로,77,남양초지로,1,0,0,70,모두통행가능,0.0,0.0,470.29,2,1,0,0,0,9999999.0,0.0,0,0,0,0,,2.546,1.458,0,0,,"LINESTRING Z (306291.499 4124490.099 40.006, 306291.688 4124489.74 40.005, 306293.08 4124487.095 39.996, 306294.472 4124484.45 39.986, 306294.982 4124483.482 39.983, 306296.366 4124480.832 39.998, 306297.751 4124478.183 40.014, 306299.135 4124475.533 40.029, 306299.632 4124474.581 40.035, 306301.013 4124471.93 40.062, 306302.395 4124469.279 40.09, 306303.776 4124466.628 40.117, 306304.257 4124465.705 40.127, 306305.638 4124463.054 40.15, 306307.019 4124460.403 40.173, 306308.4 4124457.752 40.196, 306308.887 4124456.816 40.204, 306310.271 4124454.167 40.224, 306311.655 4124451.518 40.243, 306313.039 4124448.869 40.263, 306313.552 4124447.887 40.27, 306314.931 4124445.235 40.293, 306316.311 4124442.583 40.316, 306317.69 4124439.931 40.339, 306318.159 4124439.029 40.347, 306319.547 4124436.383 40.373, 306320.934 4124433.736 40.398, 306322.322 4124431.089 40.424, 306322.91 4124429.968 40.435, 306324.287 4124427.314 40.465, 306325.663 4124424.66 40.494, 306327.04 4124422.006 40.524, 306327.482 4124421.152 40.533, 306328.867 4124418.504 40.558, 306330.252 4124415.855 40.583, 306331.638 4124413.207 40.608, 306332.166 4124412.197 40.618, 306333.55 4124409.547 40.641, 306334.933 4124406.897 40.664, 306336.317 4124404.248 40.687, 306336.826 4124403.272 40.696, 306338.21 4124400.623 40.72, 306339.595 4124397.974 40.743, 306340.979 4124395.325 40.767, 306341.498 4124394.331 40.776, 306342.877 4124391.679 40.797, 306344.256 4124389.026 40.817, 306345.635 4124386.374 40.838, 306346.093 4124385.494 40.845, 306347.486 4124382.849 40.862, 306348.879 4124380.204 40.88, 306350.272 4124377.56 40.897, 306350.799 4124376.559 40.904, 306352.185 4124373.91 40.927, 306353.571 4124371.262 40.949, 306354.957 4124368.613 40.972, 306355.459 4124367.654 40.98, 306356.846 4124365.007 41.007, 306358.234 4124362.359 41.034, 306359.621 4124359.711 41.06, 306360.115 4124358.768 41.07, 306361.499 4124356.118 41.104, 306362.883 4124353.468 41.137, 306364.267 4124350.818 41.171, 306364.71 4124349.971 41.182, 306366.098 4124347.323 41.221, 306367.485 4124344.676 41.259, 306368.873 4124342.029 41.298, 306369.405 4124341.014 41.313, 306370.795 4124338.368 41.359, 306372.185 4124335.722 41.405, 306373.575 4124333.076 41.45, 306374.083 4124332.109 41.467, 306375.471 4124329.462 41.523, 306376.86 4124326.816 41.58, 306378.248 4124324.169 41.636, 306378.783 4124323.15 41.658, 306380.167 4124320.501 41.722, 306381.551 4124317.852 41.786, 306382.935 4124315.203 41.85, 306383.427 4124314.26 41.873, 306384.808 4124311.611 41.942, 306386.188 4124308.961 42.01, 306387.569 4124306.311 42.079, 306388.154 4124305.188 42.108, 306389.547 4124302.544 42.179, 306390.94 4124299.9 42.25, 306392.333 4124297.256 42.321, 306392.864 4124296.247 42.348, 306394.25 4124293.601 42.426, 306395.637 4124290.954 42.505, 306397.023 4124288.307 42.583, 306397.599 4124287.207 42.616, 306398.991 4124284.564 42.705, 306400.383 4124281.92 42.793, 306401.775 4124279.276 42.882, 306402.3 4124278.279 42.915, 306403.679 4124275.629 43.016, 306405.058 4124272.979 43.116, 306406.438 4124270.33 43.217, 306407.017 4124269.216 43.259, 306408.407 4124266.572 43.362, 306409.797 4124263.927 43.464, 306411.187 4124261.283 43.567, 306411.685 4124260.335 43.604, 306413.061 4124257.684 43.711, 306414.438 4124255.033 43.817, 306415.814 4124252.382 43.924, 306416.388 4124251.276 43.968, 306417.775 4124248.631 44.086, 306419.163 4124245.986 44.204, 306420.55 4124243.341 44.322, 306421.117 4124242.26 44.37, 306422.506 4124239.616 44.488, 306423.895 4124236.972 44.605, 306425.284 4124234.327 44.723, 306425.783 4124233.376 44.765, 306427.17 4124230.731 44.881, 306428.557 4124228.086 44.997, 306429.944 4124225.44 45.114, 306430.462 4124224.452 45.157, 306431.841 4124221.802 45.275, 306433.219 4124219.152 45.392, 306434.598 4124216.502 45.51, 306435.106 4124215.526 45.553, 306436.487 4124212.877 45.669, 306437.868 4124210.229 45.786, 306439.249 4124207.581 45.902, 306439.809 4124206.508 45.949, 306441.198 4124203.864 46.069, 306442.588 4124201.22 46.188, 306443.977 4124198.577 46.308, 306444.549 4124197.488 46.357, 306445.928 4124194.839 46.477, 306447.307 4124192.19 46.597, 306448.685 4124189.54 46.717, 306449.21 4124188.533 46.763, 306450.595 4124185.886 46.882, 306451.98 4124183.24 47, 306453.365 4124180.594 47.119, 306453.906 4124179.561 47.165, 306455.291 4124176.92 47.285, 306456.676 4124174.278 47.406, 306456.75 4124174.137 47.412, 306458.142 4124171.48 47.531, 306458.649 4124170.512 47.575, 306460.033 4124167.865 47.694, 306461.417 4124165.218 47.814, 306462.801 4124162.571 47.933, 306463.332 4124161.556 47.979, 306464.716 4124158.909 48.098, 306466.099 4124156.262 48.216, 306467.483 4124153.615 48.335, 306468.024 4124152.581 48.381, 306469.404 4124149.932 48.5, 306470.784 4124147.284 48.619, 306472.164 4124144.635 48.738, 306472.738 4124143.534 48.788, 306474.13 4124140.891 48.907, 306475.522 4124138.249 49.027, 306476.914 4124135.607 49.146, 306477.465 4124134.561 49.193, 306478.848 4124131.915 49.313, 306480.231 4124129.268 49.432, 306481.615 4124126.621 49.552, 306482.238 4124125.428 49.606, 306483.621 4124122.781 49.726, 306485.005 4124120.134 49.846, 306486.388 4124117.487 49.966, 306486.91 4124116.488 50.011, 306488.292 4124113.841 50.132, 306489.673 4124111.193 50.253, 306491.055 4124108.545 50.374, 306491.567 4124107.564 50.419, 306492.945 4124104.914 50.537, 306494.324 4124102.265 50.655, 306495.702 4124099.615 50.773, 306496.284 4124098.496 50.823, 306497.671 4124095.852 50.94, 306499.059 4124093.207 51.057, 306500.446 4124090.562 51.174, 306501.02 4124089.469 51.222, 306502.405 4124086.823 51.337, 306503.4 4124084.922 51.419, 306504.772 4124082.27 51.534, 306505.801 4124080.28 51.621, 306507.198 4124077.641 51.758, 306508.26 4124075.634 51.863, 306509.469 4124073.34 51.979)"
L233006770,N233000740,N233000760,2,4,2,고가차도,77,남양초지로,1,0,0,70,모두통행가능,43.2,0.0,40.223,1,1,0,0,0,33462.085,0.0,0,0,0,0,,0.736,0.422,0,0,,"LINESTRING Z (306272.827 4124525.728 39.71, 306273.05 4124525.303 39.717, 306274.436 4124522.655 39.759, 306275.823 4124520.008 39.801, 306276.375 4124518.954 39.818, 306277.761 4124516.304 39.851, 306279.147 4124513.655 39.883, 306280.532 4124511.006 39.916, 306280.98 4124510.15 39.926, 306282.371 4124507.505 39.946, 306283.762 4124504.859 39.966, 306285.154 4124502.213 39.987, 306285.661 4124501.248 39.994, 306287.046 4124498.599 40, 306288.432 4124495.95 40.006, 306289.817 4124493.301 40.012, 306290.296 4124492.385 40.014, 306291.499 4124490.099 40.006)"
L233006780,N233000770,N233000750,2,4,2,고가차도,77,남양초지로,1,0,0,70,모두통행가능,43.2,0.0,40.117,1,1,0,0,0,4675.534,0.0,0,0,0,0,,-0.748,-0.428,0,0,,"LINESTRING Z (306299.671 4124493.922 39.953, 306298.928 4124495.342 39.95, 306298.545 4124496.073 39.948, 306297.16 4124498.73 39.954, 306296.838 4124499.347 39.955, 306295.436 4124502.001 39.948, 306294.934 4124502.952 39.946, 306293.803 4124505.079 39.937, 306292.417 4124507.728 39.916, 306291.031 4124510.376 39.895, 306289.645 4124513.024 39.874, 306289.133 4124514.002 39.866, 306287.754 4124516.651 39.834, 306286.376 4124519.3 39.801, 306285.909 4124520.197 39.79, 306284.54 4124522.846 39.754, 306284.416 4124523.085 39.751, 306283.04 4124525.74 39.71, 306281.664 4124528.394 39.67, 306281.099 4124529.484 39.653)"
